	A	len	T_insertion	T_quick	T_merge	T_heap
983	[7, 2, 10, 9, 12, 0, 6, 4, 17, 3]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
984	[10, 3, 16, 18, 1, 0, 14, 11, 2, 15]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
985	[4, 1, 14, 18, 9, 16, 13, 19, 7, 17]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	0.0
986	[13, 3, 4, 0, 9, 16, 1, 8, 12, 7]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
987	[0, 7, 17, 1, 18, 3, 8, 4, 6, 15]	10	0.0	0.0	9.999999992515995e-07	2.000000000279556e-06
988	[17, 14, 5, 2, 4, 9, 15, 11, 13, 8]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	0.0
989	[1, 14, 12, 2, 4, 6, 17, 18, 3, 15]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
990	[16, 2, 14, 18, 8, 15, 7, 11, 13, 10]	10	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
991	[1, 3, 6, 5, 7, 8, 19, 13, 4, 16]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
992	[16, 0, 5, 14, 8, 12, 9, 6, 10, 15]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
993	[18, 12, 9, 0, 4, 19, 1, 6, 13, 11]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
994	[17, 5, 6, 1, 0, 19, 7, 15, 10, 16]	10	1.9999999993913775e-06	0.0	0.0	0.0
995	[5, 3, 4, 15, 13, 18, 0, 17, 14, 2]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
996	[11, 17, 10, 6, 14, 12, 3, 5, 7, 4]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
997	[17, 9, 12, 16, 4, 8, 10, 7, 3, 18]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
998	[10, 6, 11, 3, 14, 2, 8, 17, 0, 5]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
999	[9, 16, 11, 15, 13, 2, 19, 8, 0, 14]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	2.000000000279556e-06
